"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"77","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"78","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"79","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"80","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"81","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"82","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"83","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"84","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"85","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"86","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"87","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"88","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"89","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"90","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"91","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"92","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"93","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"94","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"95","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"96","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"97","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"98","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"99","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"100","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"101","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"102","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"103","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,70.36,NA,62.5,NA,71.49,NA,NA,1.48307692307692,3.75,3.4,NA,"0.1","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"18.18%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","33.33%","High","8.4","High","2.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"104","Côte d'Ivoire","CIV",35.5,6.9,0.616900181593988,6.33438068277326,0.01,0.01,0.000666666666667481,0.000666666666667481,NA,NA,NA,NA,20210629,NA,39.06,NA,75,NA,33.93,NA,NA,6.29846153846154,2.5,5.6,NA,"2.1","Low","-999","High","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","6.0 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","580,627","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","75.00%","High","5.6","Medium","0.0","Low","0.2","Low","No hotspot","Low","NO CRISIS","Low",9,0,0
"105","Cameroon","CMR",34.4,7.12,0.399468216093977,3.08669333968984,-78.4765897973445,-86.7399086688677,0,0,NA,NA,NA,NA,20210629,NA,23.44,NA,0,NA,26.79,NA,NA,8.70153846153846,10,5.7,NA,"4.4","Low","35","Medium","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","3.4 %","Low","NO DATA",NA,"2.8 %","Low","Fully open","Low","1,920,805","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","6.58%","Medium","1.7","Low","0.0","Low","3.0","Medium","No hotspot","Low","High","High",9.25,0,0
"106","Congo DR","COD",26.5,8.7,0.746910002411016,8.27628121507556,-3.09734513274337,14.7343247420527,0,0.982288316136847,NA,NA,NA,NA,20210629,NA,33.54,NA,25,NA,34.76,NA,NA,7.14769230769231,7.5,6.8,NA,"5.1","Low","40","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","3.8 %","Low","NO DATA",NA,"11.3 %","High","Fully open","Low","27,262,321","High","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-17.83%","Medium","0.0","Low","0.0","Low","1.4","Low","No hotspot","Low","High","High",10,10,0
"107","Congo","COG",23.6,9.28,0.388888888888889,2.9286744992526,-2.75988960441582,53.8629426739707,0,3.59086284493138,NA,NA,NA,NA,20210629,NA,46.88,NA,0,NA,53.57,NA,NA,5.09538461538462,10,5.7,NA,"6.9","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-7.8 %","High","NO DATA",NA,"2.6 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-100.00%","Low","0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","Medium","High",9.25,0,0
