Index,Countryname,Country,Data Level,Outlook,Dimension,Key,Value,Value_Char,Risk Label,Display Status,Overall Contribution
1371,Botswana,BWA,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,2,2,2,Secondary,TRUE
1372,Botswana,BWA,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,6,6,Low,Main,FALSE
1373,Botswana,BWA,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,6,6,6,Secondary,TRUE
1374,Botswana,BWA,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
1375,Botswana,BWA,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
1376,Botswana,BWA,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
1377,Botswana,BWA,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
1378,Botswana,BWA,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
1379,Botswana,BWA,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1380,Botswana,BWA,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
1381,Botswana,BWA,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
1382,Botswana,BWA,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
1383,Botswana,BWA,Dimension Value,Emerging,Health,Health,9,9,Medium,Main,FALSE
1384,Botswana,BWA,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
1385,Botswana,BWA,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
1386,Botswana,BWA,Indicator,Emerging,Health,Oxford Gov Response Index,3,3,3,Secondary,TRUE
1387,Botswana,BWA,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
1388,Botswana,BWA,Indicator,Emerging,Health,New Covid Cases per 1M,9,9,9,Secondary,TRUE
1389,Botswana,BWA,Indicator,Emerging,Health,New Covid Deaths per 1M,5,5,5,Secondary,TRUE
1390,Botswana,BWA,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,7,7,7,Secondary,TRUE
1391,Botswana,BWA,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
1392,Botswana,BWA,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,1,1,Low,Main,FALSE
1393,Botswana,BWA,Indicator,Emerging,Macro Fiscal,Operational Risk Score,1,1,1,Secondary,TRUE
1394,Botswana,BWA,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
1395,Botswana,BWA,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
1396,Botswana,BWA,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
1397,Botswana,BWA,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
1398,Botswana,BWA,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
1399,Botswana,BWA,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
1400,Botswana,BWA,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",NA,NA,NA,Secondary,TRUE
1401,Botswana,BWA,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
1402,Botswana,BWA,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,7,7,7,Secondary,TRUE
1403,Botswana,BWA,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
1404,Botswana,BWA,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",10,10,10,Secondary,TRUE
1405,Central African Republic,CAF,Flag Count,Overall,Flag,Number of Flags,5,5,5,Main,TRUE
1406,Central African Republic,CAF,Dimension Value,Overall,Food Security,Food Security,10,10,High,Main,TRUE
1407,Central African Republic,CAF,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,9,9,High,Main,TRUE
1408,Central African Republic,CAF,Dimension Value,Overall,Health,Health,10,10,High,Main,TRUE
1409,Central African Republic,CAF,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,7,7,High,Main,TRUE
1410,Central African Republic,CAF,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
1411,Central African Republic,CAF,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,High,Main,TRUE
1412,Central African Republic,CAF,Flag Count,Underlying,Flag,Number of Flags,4,4,4,Main,FALSE
1413,Central African Republic,CAF,Dimension Value,Underlying,Food Security,Food Security,10,10,High,Main,FALSE
1414,Central African Republic,CAF,Indicator,Underlying,Food Security,Proteus Composite Index,10,10,10,Secondary,TRUE
1415,Central African Republic,CAF,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,10,10,High,Main,FALSE
1416,Central African Republic,CAF,Indicator,Underlying,Conflict and Fragility,FCS,10,10,10,Secondary,TRUE
1417,Central African Republic,CAF,Dimension Value,Underlying,Health,Health,10,10,High,Main,FALSE
1418,Central African Republic,CAF,Indicator,Underlying,Health,Global Health Security Index,8,8,8,Secondary,TRUE
1419,Central African Republic,CAF,Indicator,Underlying,Health,INFORM Rating,10,10,10,Secondary,TRUE
1420,Central African Republic,CAF,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,5,5,Low,Main,FALSE
1421,Central African Republic,CAF,Indicator,Underlying,Macro Fiscal,Operational Risk Score,5,5,5,Secondary,TRUE
1422,Central African Republic,CAF,Dimension Value,Underlying,Natural Hazard,Natural Hazard,3,3,Low,Main,FALSE
1423,Central African Republic,CAF,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,3,3,3,Secondary,TRUE
1424,Central African Republic,CAF,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
1425,Central African Republic,CAF,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,10,10,10,Secondary,TRUE
1426,Central African Republic,CAF,Flag Count,Emerging,Flag,Number of Flags,3,3,3,Main,FALSE
1427,Central African Republic,CAF,Dimension Value,Emerging,Food Security,Food Security,10,10,High,Main,FALSE
1428,Central African Republic,CAF,Indicator,Emerging,Food Security,FAO WFP Warning,10,10,10,Secondary,TRUE
1429,Central African Republic,CAF,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
1430,Central African Republic,CAF,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),NA,NA,NA,Secondary,TRUE
1431,Central African Republic,CAF,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,8,8,Medium,Main,FALSE
1432,Central African Republic,CAF,Indicator,Emerging,Conflict and Fragility,Political Fatalities,7,7,7,Secondary,TRUE
1433,Central African Republic,CAF,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,8,8,8,Secondary,TRUE
1434,Central African Republic,CAF,Indicator,Emerging,Conflict and Fragility,Political Disturbance,NA,NA,NA,Secondary,TRUE
1435,Central African Republic,CAF,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
1436,Central African Republic,CAF,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
1437,Central African Republic,CAF,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
1438,Central African Republic,CAF,Indicator,Emerging,Health,Oxford Gov Response Index,10,10,10,Secondary,TRUE
1439,Central African Republic,CAF,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
1440,Central African Republic,CAF,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
1441,Central African Republic,CAF,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
1442,Central African Republic,CAF,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,2,2,2,Secondary,TRUE
1443,Central African Republic,CAF,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
1444,Central African Republic,CAF,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,9,9,Medium,Main,FALSE
1445,Central African Republic,CAF,Indicator,Emerging,Macro Fiscal,Operational Risk Score,9,9,9,Secondary,TRUE
1446,Central African Republic,CAF,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
1447,Central African Republic,CAF,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
1448,Central African Republic,CAF,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
1449,Central African Republic,CAF,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
1450,Central African Republic,CAF,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
1451,Central African Republic,CAF,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,5,5,Low,Main,FALSE
1452,Central African Republic,CAF,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",NA,NA,NA,Secondary,TRUE
1453,Central African Republic,CAF,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
1454,Central African Republic,CAF,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
1455,Central African Republic,CAF,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,5,5,5,Secondary,TRUE
1456,Central African Republic,CAF,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",4,4,4,Secondary,TRUE
1457,Canada,CAN,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
1458,Canada,CAN,Dimension Value,Overall,Food Security,Food Security,1,1,Low,Main,TRUE
1459,Canada,CAN,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
1460,Canada,CAN,Dimension Value,Overall,Health,Health,0,0,Low,Main,TRUE
1461,Canada,CAN,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,1,1,Low,Main,TRUE
1462,Canada,CAN,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
1463,Canada,CAN,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,TRUE
1464,Canada,CAN,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
1465,Canada,CAN,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
1466,Canada,CAN,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
1467,Canada,CAN,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1468,Canada,CAN,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
1469,Canada,CAN,Dimension Value,Underlying,Health,Health,0,0,Low,Main,FALSE
1470,Canada,CAN,Indicator,Underlying,Health,Global Health Security Index,0,0,0,Secondary,TRUE
1471,Canada,CAN,Indicator,Underlying,Health,INFORM Rating,0,0,0,Secondary,TRUE
1472,Canada,CAN,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
1473,Canada,CAN,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
1474,Canada,CAN,Dimension Value,Underlying,Natural Hazard,Natural Hazard,5,5,Low,Main,FALSE
1475,Canada,CAN,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,5,5,5,Secondary,TRUE
1476,Canada,CAN,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
1477,Canada,CAN,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
1478,Canada,CAN,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
1479,Canada,CAN,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
1480,Canada,CAN,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
1481,Canada,CAN,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
1482,Canada,CAN,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
1483,Canada,CAN,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1484,Canada,CAN,Indicator,Emerging,Conflict and Fragility,Political Fatalities,NA,NA,NA,Secondary,TRUE
1485,Canada,CAN,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
1486,Canada,CAN,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
1487,Canada,CAN,Dimension Value,Emerging,Health,Health,4,4,Low,Main,FALSE
1488,Canada,CAN,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
1489,Canada,CAN,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
1490,Canada,CAN,Indicator,Emerging,Health,Oxford Gov Response Index,NA,NA,NA,Secondary,TRUE
1491,Canada,CAN,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
1492,Canada,CAN,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
1493,Canada,CAN,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
1494,Canada,CAN,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,4,4,4,Secondary,TRUE
1495,Canada,CAN,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
1496,Canada,CAN,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,7,7,Medium,Main,FALSE
1497,Canada,CAN,Indicator,Emerging,Macro Fiscal,Operational Risk Score,7,7,7,Secondary,TRUE
1498,Canada,CAN,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
1499,Canada,CAN,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
1500,Canada,CAN,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
1501,Canada,CAN,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
1502,Canada,CAN,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
1503,Canada,CAN,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
1504,Canada,CAN,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",10,10,10,Secondary,TRUE
1505,Canada,CAN,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
1506,Canada,CAN,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
1507,Canada,CAN,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
1508,Canada,CAN,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
1509,Switzerland,CHE,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
1510,Switzerland,CHE,Dimension Value,Overall,Food Security,Food Security,0,0,Low,Main,TRUE
1511,Switzerland,CHE,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
1512,Switzerland,CHE,Dimension Value,Overall,Health,Health,1,1,Low,Main,TRUE
1513,Switzerland,CHE,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
1514,Switzerland,CHE,Dimension Value,Overall,Natural Hazard,Natural Hazard,3,3,Low,Main,TRUE
1515,Switzerland,CHE,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,1,1,Low,Main,TRUE
1516,Switzerland,CHE,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
1517,Switzerland,CHE,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
1518,Switzerland,CHE,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
1519,Switzerland,CHE,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1520,Switzerland,CHE,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
1521,Switzerland,CHE,Dimension Value,Underlying,Health,Health,0,0,Low,Main,FALSE
1522,Switzerland,CHE,Indicator,Underlying,Health,Global Health Security Index,0,0,0,Secondary,TRUE
1523,Switzerland,CHE,Indicator,Underlying,Health,INFORM Rating,0,0,0,Secondary,TRUE
1524,Switzerland,CHE,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
1525,Switzerland,CHE,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
1526,Switzerland,CHE,Dimension Value,Underlying,Natural Hazard,Natural Hazard,2,2,Low,Main,FALSE
1527,Switzerland,CHE,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,2,2,2,Secondary,TRUE
1528,Switzerland,CHE,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
1529,Switzerland,CHE,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
1530,Switzerland,CHE,Flag Count,Emerging,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
1531,Switzerland,CHE,Dimension Value,Emerging,Food Security,Food Security,1,1,Low,Main,FALSE
1532,Switzerland,CHE,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
1533,Switzerland,CHE,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
1534,Switzerland,CHE,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),1,1,1,Secondary,TRUE
1535,Switzerland,CHE,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1536,Switzerland,CHE,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
1537,Switzerland,CHE,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
1538,Switzerland,CHE,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
1539,Switzerland,CHE,Dimension Value,Emerging,Health,Health,4,4,Low,Main,FALSE
1540,Switzerland,CHE,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",1,1,1,Secondary,TRUE
1541,Switzerland,CHE,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
1542,Switzerland,CHE,Indicator,Emerging,Health,Oxford Gov Response Index,3,3,3,Secondary,TRUE
1543,Switzerland,CHE,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
1544,Switzerland,CHE,Indicator,Emerging,Health,New Covid Cases per 1M,1,1,1,Secondary,TRUE
1545,Switzerland,CHE,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
1546,Switzerland,CHE,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,4,4,4,Secondary,TRUE
1547,Switzerland,CHE,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
1548,Switzerland,CHE,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
1549,Switzerland,CHE,Indicator,Emerging,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
1550,Switzerland,CHE,Dimension Value,Emerging,Natural Hazard,Natural Hazard,7,7,Medium,Main,FALSE
1551,Switzerland,CHE,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
1552,Switzerland,CHE,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
1553,Switzerland,CHE,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
1554,Switzerland,CHE,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,7,7,7,Secondary,TRUE
1555,Switzerland,CHE,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,4,4,Low,Main,FALSE
1556,Switzerland,CHE,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",4,4,4,Secondary,TRUE
1557,Switzerland,CHE,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
1558,Switzerland,CHE,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
1559,Switzerland,CHE,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
1560,Switzerland,CHE,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
1561,Chile,CHL,Flag Count,Overall,Flag,Number of Flags,1.5,1.5,1,Main,TRUE
1562,Chile,CHL,Dimension Value,Overall,Food Security,Food Security,4,4,Low,Main,TRUE
1563,Chile,CHL,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
1564,Chile,CHL,Dimension Value,Overall,Health,Health,5,5,Medium,Main,TRUE
1565,Chile,CHL,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
1566,Chile,CHL,Dimension Value,Overall,Natural Hazard,Natural Hazard,7,7,High,Main,TRUE
1567,Chile,CHL,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,4,4,Low,Main,TRUE
1568,Chile,CHL,Flag Count,Underlying,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
1569,Chile,CHL,Dimension Value,Underlying,Food Security,Food Security,3,3,Low,Main,FALSE
1570,Chile,CHL,Indicator,Underlying,Food Security,Proteus Composite Index,3,3,3,Secondary,TRUE
1571,Chile,CHL,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1572,Chile,CHL,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
1573,Chile,CHL,Dimension Value,Underlying,Health,Health,2,2,Low,Main,FALSE
1574,Chile,CHL,Indicator,Underlying,Health,Global Health Security Index,2,2,2,Secondary,TRUE
1575,Chile,CHL,Indicator,Underlying,Health,INFORM Rating,2,2,2,Secondary,TRUE
1576,Chile,CHL,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
1577,Chile,CHL,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
1578,Chile,CHL,Dimension Value,Underlying,Natural Hazard,Natural Hazard,8,8,Medium,Main,FALSE
1579,Chile,CHL,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,8,8,8,Secondary,TRUE
1580,Chile,CHL,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,FALSE
1581,Chile,CHL,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,2,2,2,Secondary,TRUE
1582,Chile,CHL,Flag Count,Emerging,Flag,Number of Flags,2.5,2.5,2,Main,FALSE
1583,Chile,CHL,Dimension Value,Emerging,Food Security,Food Security,5,5,Low,Main,FALSE
1584,Chile,CHL,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
1585,Chile,CHL,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
1586,Chile,CHL,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),5,5,5,Secondary,TRUE
1587,Chile,CHL,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
1588,Chile,CHL,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
1589,Chile,CHL,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
1590,Chile,CHL,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
1591,Chile,CHL,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
1592,Chile,CHL,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
1593,Chile,CHL,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
1594,Chile,CHL,Indicator,Emerging,Health,Oxford Gov Response Index,0,0,0,Secondary,TRUE
1595,Chile,CHL,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
1596,Chile,CHL,Indicator,Emerging,Health,New Covid Cases per 1M,5,5,5,Secondary,TRUE
1597,Chile,CHL,Indicator,Emerging,Health,New Covid Deaths per 1M,10,10,10,Secondary,TRUE
1598,Chile,CHL,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,7,7,7,Secondary,TRUE
1599,Chile,CHL,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
1600,Chile,CHL,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
1601,Chile,CHL,Indicator,Emerging,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
1602,Chile,CHL,Dimension Value,Emerging,Natural Hazard,Natural Hazard,7,7,Medium,Main,FALSE
1603,Chile,CHL,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,0,0,0,Secondary,TRUE
1604,Chile,CHL,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
1605,Chile,CHL,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
1606,Chile,CHL,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,7,7,7,Secondary,TRUE
1607,Chile,CHL,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
1608,Chile,CHL,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",10,10,10,Secondary,TRUE
1609,Chile,CHL,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,10,10,10,Secondary,TRUE
1610,Chile,CHL,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
1611,Chile,CHL,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,1,1,1,Secondary,TRUE
1612,Chile,CHL,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",7,7,7,Secondary,TRUE
1613,China,CHN,Flag Count,Overall,Flag,Number of Flags,1,1,1,Main,TRUE
1614,China,CHN,Dimension Value,Overall,Food Security,Food Security,NA,NA,NA,Main,TRUE
